SchedDepLat,SchedDepLong,ArrivalLat,ArrivalLong,SchedDep_Epoch,FlightNumDec,FlightNumber,ArcTangent,Distance
35.81108889,-83.99406944,39.86166667,-104.6731667,1659301620,7.07E+11,FFT589,-1.377367465,21.0720726
39.04883889,-84.66782222,27.97547222,-82.53325,1659391620,7.07E+13,FFT1759,-0.190430528,11.27722696
35.87763889,-78.78747222,39.87208333,-75.24066389,1659400320,7.07E+13,FFT1652,0.726109409,5.341856954
27.97547222,-82.53325,36.08004444,-115.1522361,1659323220,7.07E+13,FFT2101,-1.327265898,33.61074746
39.87208333,-75.24066389,28.42938889,-81.309,1659361920,7.07E+13,FFT1169,0.487611535,12.95221831
33.43427778,-112.0115833,32.89723333,-97.03769444,1659310560,7.07E+13,FFT2702,-1.534946297,14.98351642
36.08004444,-115.1522361,32.89723333,-97.03769444,1659391500,7.07E+13,FFT2132,-1.396866929,18.39203377
35.87763889,-78.78747222,42.21244444,-83.35338889,1659386400,7.07E+13,FFT1617,-0.624527786,7.808799933
42.21244444,-83.35338889,33.6367,-84.42786389,1659379140,7.07E+13,FFT1585,0.124642817,8.642794064
39.17572778,-76.66899167,28.42938889,-81.309,1659348300,7.07E+13,FFT1243,0.407595726,11.7052756
39.87208333,-75.24066389,32.89723333,-97.03769444,1659300540,7.07E+13,FFT2301,1.261101696,22.88578321
27.97547222,-82.53325,18.50361111,-77.91333333,1659359640,7070845652,FFT84,-0.453801071,10.53849054
39.86166667,-104.6731667,37.61880556,-122.3754167,1659374160,7.07E+11,FFT663,1.444768614,17.84376869
34.05601389,-117.6011889,28.42938889,-81.309,1659335100,7.07E+13,FFT1150,-1.416984086,36.72576594
36.08004444,-115.1522361,20.52183611,-103.3111444,1659376860,7.07E+11,FFT208,-0.650556733,19.55170834
39.86166667,-104.6731667,35.393075,-97.60076111,1659307020,7.07E+11,FFT466,-1.00729722,8.365837217
41.97694167,-87.90815,28.42938889,-81.309,1659387600,7.07E+13,FFT9208,-0.453282629,15.06933864
18.49486111,-67.12944444,28.42938889,-81.309,1659378960,7.07E+11,FFT139,-0.959652126,17.31342364
36.08004444,-115.1522361,34.05601389,-117.6011889,1659359040,7.07E+13,FFT2189,0.880111435,3.177116536
29.53395833,-98.46905833,36.08004444,-115.1522361,1659326340,7.07E+13,FFT2075,-1.1968792,17.9214861
36.08004444,-115.1522361,28.42938889,-81.309,1659308160,7.07E+13,FFT1102,-1.348471684,34.69722122
36.08004444,-115.1522361,33.43427778,-112.0115833,1659447000,7.07E+13,FFT9229,-0.870715998,4.106553449
33.6367,-84.42786389,25.79536111,-80.29011667,1659384960,7.07E+13,FFT1516,-0.485548559,8.866089761
18.4394,-66.00213333,25.79536111,-80.29011667,1659316500,7.07E+11,FFT123,-1.095350876,16.07036502
36.08004444,-115.1522361,29.53395833,-98.46905833,1659313260,7.07E+13,FFT2076,-1.1968792,17.9214861
42.21244444,-83.35338889,36.08004444,-115.1522361,1659306600,7.07E+13,FFT2131,1.380285357,32.38476515
35.81108889,-83.99406944,39.86166667,-104.6731667,1659398160,7.07E+11,FFT589,-1.377367465,21.0720726
33.43427778,-112.0115833,39.86166667,-104.6731667,1659375600,7.07E+11,FFT752,0.851482283,9.755187653
41.78597222,-87.75241667,36.08004444,-115.1522361,1659310980,7.07E+13,FFT2117,1.365483766,27.98763507
36.08004444,-115.1522361,37.61880556,-122.3754167,1659323880,7.07E+13,FFT2081,-1.360902966,7.38526396
18.57078056,-68.36618611,38.74869722,-90.370025,1659379560,70708455,FFT7,-0.828658171,29.85493672
39.86166667,-104.6731667,39.29761111,-94.71388889,1659317280,7.07E+11,FFT566,-1.514220576,9.975238001
33.6367,-84.42786389,40.77725,-73.87261111,1659310920,7.07E+13,FFT1512,0.976021994,12.74365786
41.40940833,-81.85469167,26.53616667,-81.75516667,1659371460,7.07E+13,FFT2425,-0.006691447,14.87357464
41.78597222,-87.75241667,39.86166667,-104.6731667,1659382560,7.07E+11,FFT879,1.457558233,17.02981895
39.87208333,-75.24066389,33.6367,-84.42786389,1659318060,7.07E+13,FFT2383,0.974506869,11.10336206
29.53395833,-98.46905833,39.86166667,-104.6731667,1659375360,7.07E+11,FFT991,-0.540952118,12.04792597
28.42938889,-81.309,43.11914444,-77.67186944,1659349140,7.07E+13,FFT1290,0.242715173,15.13332868
35.87763889,-78.78747222,29.99327778,-90.25902778,1659390900,7.07E+13,FFT1639,1.096840629,12.89272247
36.08004444,-115.1522361,35.393075,-97.60076111,1659372180,7.07E+13,FFT1990,-1.531676027,17.56491393
26.07166667,-80.14969444,33.6367,-84.42786389,1659368520,7.07E+13,FFT1365,-0.514679803,8.690941441
36.08004444,-115.1522361,32.89723333,-97.03769444,1659376320,7.07E+13,FFT2134,-1.396866929,18.39203377
32.89723333,-97.03769444,32.73355556,-117.1896667,1659306060,7.07E+13,FFT2707,1.562674334,20.15263696
39.86166667,-104.6731667,30.49404444,-81.68784722,1659355500,7.07E+11,FFT474,-1.18379999,24.82090365
48.31047222,-114.256,39.86166667,-104.6731667,1659305940,7.07E+11,FFT438,-0.84820644,12.7754847
39.86166667,-104.6731667,41.93903333,-72.68431667,1659328260,7.07E+11,FFT746,1.505947051,32.05623151
39.87208333,-75.24066389,26.53616667,-81.75516667,1659304200,7.07E+13,FFT2355,0.454399756,14.84201535
36.08004444,-115.1522361,39.49911111,-119.7681111,1659358980,7.07E+13,FFT2175,-0.933261517,5.74424224
27.97547222,-82.53325,39.87208333,-75.24066389,1659348900,7.07E+13,FFT2374,0.549921297,13.95389437
36.08004444,-115.1522361,29.99327778,-90.25902778,1659306780,7.07E+13,FFT1962,-1.330986497,25.62655944
29.99327778,-90.25902778,39.86166667,-104.6731667,1659401880,7.07E+11,FFT479,-0.970458706,17.46861472
41.72233333,-71.42772222,39.86166667,-104.6731667,1659312780,7.07E+11,FFT595,1.514887087,33.29747226
35.87763889,-78.78747222,36.08004444,-115.1522361,1659312900,7.07E+13,FFT2069,-1.565230404,36.36532717
18.4394,-66.00213333,25.79536111,-80.29011667,1659399960,7.07E+11,FFT119,-1.095350876,16.07036502
33.6367,-84.42786389,40.77725,-73.87261111,1659354300,7.07E+13,FFT1510,0.976021994,12.74365786
39.04883889,-84.66782222,36.08004444,-115.1522361,1659316500,7.07E+13,FFT2023,1.47371518,30.62863415
36.08004444,-115.1522361,39.04883889,-84.66782222,1659338580,7.07E+13,FFT2022,1.47371518,30.62863415
32.73355556,-117.1896667,33.43427778,-112.0115833,1659380760,7.07E+13,FFT2946,1.436288793,5.225280789
38.74869722,-90.370025,33.6367,-84.42786389,1659402480,7.07E+13,FFT1586,-0.860357145,7.838481628
33.43427778,-112.0115833,37.61880556,-122.3754167,1659400440,7.07E+13,FFT2791,-1.187050588,11.17673098
42.21244444,-83.35338889,36.08004444,-115.1522361,1659393000,7.07E+13,FFT2131,1.380285357,32.38476515
33.6367,-84.42786389,41.50411111,-74.10483333,1659302640,7.07E+13,FFT1494,0.919582023,12.9792572
26.07166667,-80.14969444,33.6367,-84.42786389,1659315600,7.07E+13,FFT1363,-0.514679803,8.690941441
37.61880556,-122.3754167,36.08004444,-115.1522361,1659316140,7.07E+13,FFT2078,-1.360902966,7.38526396
41.78597222,-87.75241667,36.08004444,-115.1522361,1659397380,7.07E+13,FFT2117,1.365483766,27.98763507
35.87763889,-78.78747222,36.08004444,-115.1522361,1659399300,7.07E+13,FFT2069,-1.565230404,36.36532717
35.87763889,-78.78747222,43.64564444,-70.30861667,1659379500,7.07E+13,FFT1658,0.829123343,11.49925657
33.43427778,-112.0115833,28.42938889,-81.309,1659337140,7.07E+13,FFT1286,-1.409205655,31.10783718
33.67566111,-117.8682333,39.86166667,-104.6731667,1659379500,7.07E+11,FFT582,1.132408937,14.5731413
36.08004444,-115.1522361,35.03893056,-106.6082611,1659315540,7.07E+11,FFT631,-1.449540543,8.607172992
